trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",20,11,11.839768244053909,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.002, 'e': 0.0705100518425803}",20,11,17.374149616686715,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07036917266503243}",20,10,12.936354514871194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07022857496426901}",30,20,17.50491453109465,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.07008825817789911}",35,21,20.012926975861095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.002, 'e': 0.06994822174465536}",30,13,20.129026418928753,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1332,False,"{'a': 0.002, 'e': 0.06980846510439187}",20,15,8.380045969686531,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06966898769808184}",20,0,26.714933559753153,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1334,False,"{'a': 0.002, 'e': 0.06952978896781553}",25,15,19.87135228058907,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.06939086835679777}",20,4,15.298562840858882,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.002, 'e': 0.069252225309346}",25,5,28.245248203716184,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.002, 'e': 0.06911385927088774}",20,8,-1.9331996528606155,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1338,False,"{'a': 0.002, 'e': 0.06897576968795878}",20,8,22.16095363877304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.002, 'e': 0.06883795600820049}",30,11,31.99155312051105,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.002, 'e': 0.06870041768035805}",25,18,14.368228755477706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.002, 'e': 0.06856315415427791}",25,17,4.246469486691,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06842616488090583}",30,18,21.035658377151844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06828944931228448}",20,15,10.82309438248837,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06815300690155146}",20,10,16.7314605161055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.002, 'e': 0.06801683710293688}",20,0,31.56885786267724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1346,False,"{'a': 0.002, 'e': 0.06788093937176144}",20,10,5.332120511881989,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.002, 'e': 0.06774531316443397}",25,3,-2.754686868666289,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1348,False,"{'a': 0.002, 'e': 0.0676099579384495}",20,15,8.741997274789597,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.002, 'e': 0.0674748731523869}",20,10,18.294061511670073,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06734005826590692}",20,13,13.75255642377819,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06720551273974976}",20,16,7.384268548207101,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.002, 'e': 0.06707123603573319}",25,13,14.71548921187038,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06693722761675015}",35,6,41.29128739433533,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.002, 'e': 0.06680348694676687}",20,10,10.028412051279439,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1355,False,"{'a': 0.002, 'e': 0.06667001349082043}",25,17,15.293077399709446,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.002, 'e': 0.06653680671501686}",30,17,24.616981596766497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.002, 'e': 0.06640386608652883}",25,15,17.24545823260583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.002, 'e': 0.06627119107359372}",20,10,16.0407216207665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.002, 'e': 0.06613878114551125}",25,11,-18.260779992421398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1360,False,"{'a': 0.002, 'e': 0.06600663577264156}",35,17,23.683761724907235,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.002, 'e': 0.06587475442640295}",20,9,18.477710758331423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.002, 'e': 0.0657431365792699}",20,12,17.22891657821299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.002, 'e': 0.0656117817047708}",20,10,14.738891542109624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.002, 'e': 0.06548068927748603}",20,15,7.870361523039527,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.002, 'e': 0.06534985877304565}",25,11,22.829734581087905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.002, 'e': 0.06521928966812753}",20,12,17.27198717759585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.002, 'e': 0.065088981440455}",25,13,22.883987247887198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.002, 'e': 0.06495893356879505}",20,10,21.492870698125536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.002, 'e': 0.06482914553295596}",25,12,25.01565712194479,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.002, 'e': 0.06469961681378547}",20,12,15.087367989108131,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.002, 'e': 0.06457034689316847}",20,16,8.009144059453337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.002, 'e': 0.06444133525402518}",20,16,8.224530892443678,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.002, 'e': 0.06431258138030878}",20,0,32.70793820679209,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1374,False,"{'a': 0.002, 'e': 0.06418408475700368}",25,16,18.790871971828427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.002, 'e': 0.06405584487012317}",30,15,-14.392809353348468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1376,False,"{'a': 0.002, 'e': 0.06392786120670757}",25,17,12.98871649028031,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.002, 'e': 0.063800133254822}",25,17,1.8993134455346765,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1378,False,"{'a': 0.002, 'e': 0.06367266050355457}",20,9,20.37106361583077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.002, 'e': 0.063545442443014}",20,14,-30.653301725442205,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1380,False,"{'a': 0.002, 'e': 0.06341847856432796}",25,12,25.689033894447338,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.002, 'e': 0.0632917683596407}",30,7,35.14551822643326,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1382,False,"{'a': 0.002, 'e': 0.06316531132211131}",25,4,34.42205848033363,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.002, 'e': 0.0630391069459114}",25,18,12.424384484617976,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.002, 'e': 0.06291315472622334}",20,11,15.605981269113965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.002, 'e': 0.06278745415923806}",30,8,27.844237634896874,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.002, 'e': 0.06266200474215315}",25,7,29.336279615680755,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.002, 'e': 0.06253680597317074}",25,11,17.66247960360069,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.002, 'e': 0.06241185735149562}",35,28,11.335531101633494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.002, 'e': 0.0622871583773331}",30,13,-13.333471765508342,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1390,False,"{'a': 0.002, 'e': 0.062162708551887165}",20,11,-13.99162056196485,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1391,False,"{'a': 0.002, 'e': 0.06203850737735829}",20,4,28.425906456306006,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.002, 'e': 0.061914554356941674}",20,4,2.461352414766858,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1393,False,"{'a': 0.002, 'e': 0.061790848994825016}",20,14,11.290094488757466,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.002, 'e': 0.061667390796186744}",20,14,10.560660271184169,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.002, 'e': 0.06154417926719386}",25,9,-30.36576147280298,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1396,False,"{'a': 0.002, 'e': 0.06142121391500013}",20,14,11.309099945108605,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.002, 'e': 0.061298494247743925}",20,4,26.38406700160594,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.002, 'e': 0.06117601977454647}",20,7,17.903417704503834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.002, 'e': 0.06105379000550965}",20,12,16.381805984623867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.002, 'e': 0.06093180445171429}",25,0,17.168317829155836,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1401,False,"{'a': 0.002, 'e': 0.06081006262521795}",30,17,12.127251181694255,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1402,False,"{'a': 0.002, 'e': 0.06068856403905322}",20,13,15.433749796766634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.002, 'e': 0.060567308207225536}",20,7,16.868879147456685,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.002, 'e': 0.06044629464471146}",20,13,12.872847826230608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.002, 'e': 0.06032552286745654}",30,8,24.40710962490285,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1406,False,"{'a': 0.002, 'e': 0.06020499239237354}",20,10,20.81219093024423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.002, 'e': 0.06008470273734036}",25,14,20.53599895853453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.002, 'e': 0.05996465342119827}",25,11,18.211691306098523,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1409,False,"{'a': 0.002, 'e': 0.059844843963749825}",20,14,12.389044270240538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.002, 'e': 0.05972527388575699}",25,13,-22.325342679930433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1411,False,"{'a': 0.002, 'e': 0.05960594270893937}",20,14,10.271721088629207,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.002, 'e': 0.05948684995597202}",20,14,10.95277156235182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.002, 'e': 0.05936799515048385}",30,12,-52.504883119580754,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
1414,False,"{'a': 0.002, 'e': 0.0592493778170554}",20,12,6.600925830161387,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1415,False,"{'a': 0.002, 'e': 0.05913099748121725}",20,8,21.444698206644773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.002, 'e': 0.05901285366944784}",30,16,-18.42409278836554,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1417,False,"{'a': 0.002, 'e': 0.05889494590917182}",30,16,27.529538780323147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.002, 'e': 0.058777273728757934}",35,16,28.544823634002675,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1419,False,"{'a': 0.002, 'e': 0.05865983665751736}",20,5,15.604999902581152,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.002, 'e': 0.0585426342257016}",25,13,-20.848190718352555,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1421,False,"{'a': 0.002, 'e': 0.05842566596450083}",30,13,17.844277097446707,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1422,False,"{'a': 0.002, 'e': 0.05830893140604179}",20,11,-3.0125076251451786,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1423,False,"{'a': 0.002, 'e': 0.05819243008338615}",30,13,24.16901607913137,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.002, 'e': 0.0580761615305284}",20,12,12.348847099789616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.002, 'e': 0.057960125282394234}",30,9,32.422915136360466,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.002, 'e': 0.057844320874838456}",30,13,-16.902205001840983,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1427,False,"{'a': 0.002, 'e': 0.05772874784464333}",30,21,16.329856362418482,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.002, 'e': 0.05761340572951652}",25,20,8.527391496655452,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.002, 'e': 0.057498294068089484}",20,10,9.307041151311747,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1430,False,"{'a': 0.002, 'e': 0.05738341239991535}",30,19,-22.726653580845383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1431,False,"{'a': 0.002, 'e': 0.05726876026546736}",30,13,10.281777714226898,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1432,False,"{'a': 0.002, 'e': 0.05715433720613676}",20,6,22.384195384896646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.002, 'e': 0.057040142764231215}",25,13,23.36104507487125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.002, 'e': 0.056926176482972754}",20,9,19.92299412296733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.002, 'e': 0.056812437906496156}",20,10,17.81694355181066,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.002, 'e': 0.0566989265798469}",25,14,21.16050683080884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.002, 'e': 0.056585642048979604}",25,17,15.422983366491637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.002, 'e': 0.05647258386075591}",35,11,34.89797378711384,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.002, 'e': 0.05635975156294299}",25,14,23.27876336150933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.002, 'e': 0.05624714470421144}",25,14,17.60811218714858,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.002, 'e': 0.056134762834133725}",35,23,24.417978392497695,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.002, 'e': 0.05602260550318217}",20,7,24.374050902611202,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.002, 'e': 0.055910672262727355}",20,6,11.073322564355777,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1444,False,"{'a': 0.002, 'e': 0.05579896266503611}",20,14,12.270614815737115,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.002, 'e': 0.05568747626326995}",30,18,19.625435686778285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.002, 'e': 0.05557621261148306}",30,13,31.61520279907863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.002, 'e': 0.05546517126462075}",30,15,23.734305463711216,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.002, 'e': 0.05535435177851743}",25,8,30.858597130291965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.002, 'e': 0.055243753709895045}",30,9,27.697299688870647,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1450,False,"{'a': 0.002, 'e': 0.05513337661636114}",30,8,38.57512111403192,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.002, 'e': 0.05502322005640723}",30,15,13.928220374608436,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1452,False,"{'a': 0.002, 'e': 0.05491328358940689}",30,12,22.84393973494583,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1453,False,"{'a': 0.002, 'e': 0.054803566775614154}",30,18,25.576987886753454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.002, 'e': 0.05469406917616156}",20,7,12.235555516273322,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1455,False,"{'a': 0.002, 'e': 0.054584790353058625}",20,0,27.849611999389907,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1456,False,"{'a': 0.002, 'e': 0.05447572986918986}",20,8,21.439578577315768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.002, 'e': 0.05436688728831322}",20,8,23.68539061180155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.002, 'e': 0.05425826217505821}",25,15,9.009151259293962,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.002, 'e': 0.05414985409492427}",20,16,7.603734467826497,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.002, 'e': 0.054041662614278875}",35,20,31.729070868137548,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.002, 'e': 0.05393368730035602}",25,17,16.54397525227676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.002, 'e': 0.05382592772125425}",25,20,7.857794696823811,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.002, 'e': 0.053718383445935165}",30,16,29.979738094223933,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.002, 'e': 0.053611054044221465}",25,0,-8.311442900380762,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1465,False,"{'a': 0.002, 'e': 0.05350393908679544}",20,16,7.5594498783075466,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.002, 'e': 0.053397038145197084}",25,14,19.716266078517243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.002, 'e': 0.053290350791822524}",20,0,27.870701211578368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1468,False,"{'a': 0.002, 'e': 0.05318387659992216}",30,18,23.558878248334157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.002, 'e': 0.053077615143599134}",20,12,11.514740661288279,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.002, 'e': 0.052971565997807425}",20,6,14.565773617460259,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1471,False,"{'a': 0.002, 'e': 0.05286572873835037}",35,16,35.412483179719366,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'a': 0.002, 'e': 0.052760102941878724}",20,3,12.305401461030414,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1473,False,"{'a': 0.002, 'e': 0.05265468818588921}",25,16,17.324357150965202,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.002, 'e': 0.05254948404872264}",20,6,20.404432695477837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.002, 'e': 0.05244449010956234}",20,11,17.42639477265168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.002, 'e': 0.05233970594843238}",30,3,37.83842517096391,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.002, 'e': 0.05223513114619603}",20,11,18.49072636192285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.002, 'e': 0.05213076528455389}",20,11,14.952874827993286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1479,False,"{'a': 0.002, 'e': 0.052026607946042414}",20,14,11.702682469954594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.002, 'e': 0.05192265871403207}",25,18,18.00403812826372,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.002, 'e': 0.05181891717272583}",25,16,14.717442762249824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.002, 'e': 0.05171538290715736}",25,0,-3.4262990814771226,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1483,False,"{'a': 0.002, 'e': 0.05161205550318949}",20,13,13.640896828521676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.002, 'e': 0.051508934547512424}",30,13,-15.162702622209718,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1485,False,"{'a': 0.002, 'e': 0.051406019627642255}",30,11,19.445877860277044,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1486,False,"{'a': 0.002, 'e': 0.05130331033191911}",35,21,26.67812136979658,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.002, 'e': 0.05120080624950572}",25,11,24.574597177403167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.002, 'e': 0.05109850697038558}",25,19,13.320306527074889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.002, 'e': 0.050996412085361466}",30,17,10.705649306522824,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1490,False,"{'a': 0.002, 'e': 0.05089452118605367}",25,17,14.177808499703783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.002, 'e': 0.0507928338648985}",25,16,4.981122449385999,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1492,False,"{'a': 0.002, 'e': 0.050691349715146494}",30,19,19.50002289995397,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.002, 'e': 0.05059006833086096}",25,12,24.89575624180933,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.002, 'e': 0.05048898930691617}",25,18,14.267812671067064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.002, 'e': 0.05038811223899596}",25,0,41.07314995261663,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1496,False,"{'a': 0.002, 'e': 0.050287436723591865}",30,19,18.02570729449489,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.002, 'e': 0.050186962358001734}",20,10,15.33838378358004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.002, 'e': 0.05008668874032793}",25,10,6.399092930266466,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1499,False,"{'a': 0.002, 'e': 0.049986615469475894}",25,16,14.237001214358255,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1500,False,"{'a': 0.002, 'e': 0.04988674214515236}",30,14,28.198830169083298,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.002, 'e': 0.049787068367863944}",20,7,18.710685412333056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'a': 0.002, 'e': 0.04968759373891536}",20,4,23.940267016886335,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1503,False,"{'a': 0.002, 'e': 0.049588317860408}",20,0,-30.34190260236726,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1504,False,"{'a': 0.002, 'e': 0.04948924033523819}",30,24,10.933667033267021,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.002, 'e': 0.049390360767095715}",20,6,18.725963582106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'a': 0.002, 'e': 0.04929167876046215}",20,13,12.198383307770971,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.002, 'e': 0.04919319392060936}",20,11,15.852448199336088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1508,False,"{'a': 0.002, 'e': 0.04909490585359783}",25,7,31.105371296395834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
