trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",20,13,11.889505208406302,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",25,3,10.24460944983107,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",25,11,-18.47219830836061,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",25,10,-38.743360062855494,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",25,2,-23.408292902308627,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",25,13,7.683018761634454,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",25,10,-8.8856090023263,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",20,8,-47.19063313213729,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",25,2,22.729341967580837,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",30,0,-18.293448723301715,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",25,0,-28.627264290622474,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",30,18,20.089515732467124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.2797105389516963}",20,0,14.105790994781898,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",25,9,24.985194138650968,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",20,7,-24.359845164955882,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",20,15,7.832312047769806,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",20,6,-41.198003006012065,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",25,9,5.67854720302273,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",20,0,-44.76124338615957,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",20,2,6.930963262946716,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",25,12,19.901733817928154,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",20,7,-22.763331538003925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",30,0,-15.917399957474949,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",20,9,17.845224803902983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",25,15,-35.9023109398156,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",20,6,-19.546823250528707,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",35,27,16.122561569579865,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",25,12,24.894786150615822,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",25,7,-52.12267568734734,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",20,10,18.88322595386861,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",25,13,21.22737962374951,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",30,21,-21.340746047991942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",30,16,18.846795841943404,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",35,24,21.356126160500303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",20,5,-33.86807937708639,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",20,6,10.450399047645618,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",20,6,0.17680069436729573,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",25,0,26.59506044954369,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",30,9,-16.5727716021904,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",20,14,10.089699751169578,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",25,0,-16.66990180623348,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",30,0,7.839710869580491,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",20,4,16.297150309969588,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",25,12,-15.29601632414375,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",20,6,-0.9315125955010757,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",20,0,7.575418106950056,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",30,15,-20.19392316565858,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",20,12,13.135623993817171,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",30,13,18.702936352783237,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",25,10,-40.82981453579693,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",20,1,24.635927514749785,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",20,15,4.131547172007667,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",30,9,20.441450014772155,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",25,8,-22.121495480956405,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",25,0,23.327555017112736,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",30,4,36.82919893185959,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",20,0,2.3308381285168847,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",20,10,20.588235669338427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",30,15,24.50205770074386,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",20,15,8.399461144051656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",30,12,-34.19759940360954,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",30,15,14.906598691111805,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",25,11,-14.315307237924179,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",25,0,10.131781481949776,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",20,10,-11.600193764573383,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",25,15,21.344720211414604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",25,15,19.192678230410255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",20,13,13.4346470316451,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,8,19.75962265450852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",25,15,-28.8133809608185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",20,0,-33.63559715730696,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",20,9,11.177973547212998,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",20,10,18.356083646721643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",20,13,12.584977353123971,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",25,11,4.246698669132392,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",25,12,9.714768509891051,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",20,16,6.153861752772782,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",30,12,-36.87892060223262,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",25,15,5.918888523912911,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",35,15,11.566257476887841,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",25,15,6.978492873689762,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",25,18,12.66469571492083,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",30,10,30.930649843012667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",20,8,11.5017547765196,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",20,13,12.42929734556487,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",35,15,13.729541650471443,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",25,11,28.959054843796284,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",20,11,6.112310801868249,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",25,0,21.737636049962482,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",25,6,-10.405694386197647,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",35,10,34.47169678267814,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",20,11,14.030995583710935,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",30,20,-24.4604209108764,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
719,False,"{'a': 0.002, 'e': 0.2378773676686784}",30,9,26.66546357731507,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.002, 'e': 0.23740208837106508}",25,1,-28.585421003778535,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
721,False,"{'a': 0.002, 'e': 0.23692775868212176}",25,18,-11.63136601757066,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
722,False,"{'a': 0.002, 'e': 0.2364543767045291}",20,12,10.884745030296394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.23598194054475852}",20,0,16.347632255720104,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
724,False,"{'a': 0.002, 'e': 0.23551044831306475}",20,8,8.527681293907186,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.23503989812347828}",35,5,17.879602295289665,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",1
726,False,"{'a': 0.002, 'e': 0.23457028809379765}",25,4,-2.8366411521357913,"{0: 16, 1: 4, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.2341016163455822}",20,0,-1.523963219200394,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
728,False,"{'a': 0.002, 'e': 0.23363388100414423}",20,12,11.81680366665329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.2331670801985418}",20,9,7.8650635770710835,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.23270121206157107}",25,20,8.057416579754939,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.23223627472975883}",30,16,23.625761947271886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.23177226634335515}",20,13,11.858811899036494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.23130918504632592}",35,26,9.205580055691476,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.23084702898634524}",20,10,5.5057589035591965,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.23038579631478834}",20,13,12.205053485644227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.002, 'e': 0.22992548518672384}",20,9,-66.62194605061754,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
737,False,"{'a': 0.002, 'e': 0.22946609376090668}",35,12,27.489979644864647,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.2290076201997705}",30,20,15.560697277807318,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.002, 'e': 0.2285500626694205}",20,16,8.77848682942789,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.22809341933962587}",25,15,5.550128621781445,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.002, 'e': 0.22763768838381274}",20,8,-11.039117353994818,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.22718286797905665}",25,0,-18.588102282524265,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
743,False,"{'a': 0.002, 'e': 0.22672895630607542}",20,0,-21.798637961118843,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
744,False,"{'a': 0.002, 'e': 0.2262759515492217}",20,15,10.660017981710347,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.22582385189647586}",30,20,12.37733671058408,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.22537265553943872}",20,8,2.9419669288172203,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.22492236067332425}",30,16,16.934813342876314,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.22447296549695234}",25,3,-19.992981182813562,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
749,False,"{'a': 0.002, 'e': 0.22402446821274175}",20,2,-13.923233293896075,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
750,False,"{'a': 0.002, 'e': 0.22357686702670268}",20,8,23.126827739775937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.22313016014842982}",30,18,-19.47977941204217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
752,False,"{'a': 0.002, 'e': 0.22268434579109508}",30,20,4.5332356834950716,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.002, 'e': 0.2222394221714404}",20,3,25.103660673014247,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.22179538750977074}",25,0,-80.62204640950412,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
755,False,"{'a': 0.002, 'e': 0.22135224002994683}",35,5,-56.87535722390654,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",1
756,False,"{'a': 0.002, 'e': 0.2209099779593782}",25,11,12.624397216924685,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.002, 'e': 0.22046859952901593}",20,12,14.658692794114097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.22002810297334574}",20,12,12.020850863227109,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.002, 'e': 0.21958848653038082}",25,13,14.126964963761615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.2191497484416548}",20,0,-8.298032426199217,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
761,False,"{'a': 0.002, 'e': 0.21871188695221475}",25,16,15.740994902348174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.21827490031061414}",35,0,19.844132401978307,"{0: 33, 1: 1, 2: 0, 3: 1, 4: 0}",0
763,False,"{'a': 0.002, 'e': 0.21783878676890578}",20,8,11.29157265859644,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21740354458263497}",20,9,-2.555222894138426,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.002, 'e': 0.21696917201083235}",20,11,8.011948678992404,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.21653566731600707}",30,16,10.150460656481748,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.21610302876413975}",20,0,-16.079418349583648,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
768,False,"{'a': 0.002, 'e': 0.21567125462467565}",30,19,17.88133331608737,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.21524034317051757}",20,8,16.431080805897732,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.002, 'e': 0.2148102926780192}",30,23,2.8729532083186538,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21438110142697794}",25,11,23.62084375678937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.21395276770062824}",25,0,1.4052541772418943,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
773,False,"{'a': 0.002, 'e': 0.2135252897856346}",20,8,8.005040430829206,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.21309866597208482}",25,0,19.629096789466036,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
775,False,"{'a': 0.002, 'e': 0.21267289455348304}",20,8,2.2576879257872458,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.21224797382674304}",25,13,-33.13080966000024,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
777,False,"{'a': 0.002, 'e': 0.21182390209218135}",20,0,18.261980181540295,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
778,False,"{'a': 0.002, 'e': 0.21140067765351048}",25,4,17.90254920051717,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.21097829881783206}",30,4,38.33640637622042,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.21055676389563024}",25,14,5.577809715095222,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.002, 'e': 0.21013607120076472}",30,12,-33.2783964678606,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
782,False,"{'a': 0.002, 'e': 0.2097162190504642}",20,9,16.55202612030058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.002, 'e': 0.20929720576531952}",25,6,32.03242391828514,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.002, 'e': 0.20887902966927693}",20,13,-1.453268263794352,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.002, 'e': 0.20846168908963153}",20,8,18.55809178302087,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.002, 'e': 0.20804518235702046}",20,12,-9.663280383030003,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.2076295078054162}",25,10,-21.155291046208703,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
788,False,"{'a': 0.002, 'e': 0.20721466377212}",25,14,17.2954974203325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.002, 'e': 0.20680064859775515}",25,12,2.353712942882594,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
790,False,"{'a': 0.002, 'e': 0.20638746062626045}",25,2,21.346921841135973,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.002, 'e': 0.20597509820488344}",25,20,6.910255952408385,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.002, 'e': 0.2055635596841739}",20,5,-14.559356307995717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
793,False,"{'a': 0.002, 'e': 0.20515284341797715}",20,2,-6.995743430541645,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
794,False,"{'a': 0.002, 'e': 0.20474294776342764}",25,16,2.0959244760384443,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
795,False,"{'a': 0.002, 'e': 0.20433387108094214}",25,17,14.991496000803535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.002, 'e': 0.20392561173421342}",20,12,-38.84450239956818,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
797,False,"{'a': 0.002, 'e': 0.20351816809020354}",25,0,14.14676362267603,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
798,False,"{'a': 0.002, 'e': 0.20311153851913738}",20,7,2.2023259960476937,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
799,False,"{'a': 0.002, 'e': 0.2027057213944961}",30,16,10.300320721478595,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.002, 'e': 0.2023007150930107}",20,8,10.016656543753914,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.002, 'e': 0.20189651799465538}",25,3,-1.8129288431426838,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
802,False,"{'a': 0.002, 'e': 0.20149312848264125}",30,22,14.590481454438184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.002, 'e': 0.20109054494340972}",25,12,-33.85008890492973,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
804,False,"{'a': 0.002, 'e': 0.20068876576662606}",30,15,10.738463921337898,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.002, 'e': 0.20028778934517305}",25,5,-30.00002126661651,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
806,False,"{'a': 0.002, 'e': 0.1998876140751445}",25,11,24.01767398657239,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.002, 'e': 0.19948823835583873}",20,5,-0.9205627518615747,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
808,False,"{'a': 0.002, 'e': 0.1990896605897524}",25,1,31.336880462082412,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.002, 'e': 0.19869187918257386}",20,6,27.241270519155613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.002, 'e': 0.19829489254317698}",20,14,0.08126612938646893,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
